0	[167.52e9,  65e9,   65e9,         0,         0,        0, 	65e9, 167.52e9,   65e9,         0,         0,        0,  	65e9,  65e9,  167.52e9,         0,         0,        0,  0,       0,        0,    80.25e9,         0,        0,   0,       0,        0,         0,    80.25e9,        0,   0,       0,        0,         0,         0,   80.25e9]
25	[167.52e9,  65e9,   65e9,         0,         0,        0, 	65e9, 167.52e9,   65e9,         0,         0,        0,  	65e9,  65e9,  167.52e9,         0,         0,        0,  0,       0,        0,    80.25e9,         0,        0,   0,       0,        0,         0,    80.25e9,        0,   0,       0,        0,         0,         0,   80.25e9]
50	[167.51e9,  64.99e9,   64.99e9,         0,         0,       0, 	64.99e9, 167.51e9,   64.99e9,         0,         0,        0,  	64.99e9,  64.99e9,  167.51e9,         0,         0,        0,  0,       0,        0,    80.24e9,         0,        0,   0,       0,        0,         0,    80.24e9,        0,   0,       0,        0,         0,         0,   80.24e9]
75	[167.5e9,  64.98e9,   64.98e9,         0,         0,        0, 	64.98e9, 167.5e9,   64.98e9,         0,         0,        0,  	64.98e9,  64.98e9,  167.5e9,         0,         0,        0,  0,       0,        0,    80.23e9,         0,        0,   0,       0,        0,         0,    80.23e9,        0,   0,       0,        0,         0,         0,   80.23e9]
100	[167.42e9,  64.904e9,   64.904e9,         0,         0,      0, 64.904e9, 167.42e9,   64.904e9,         0,         0,        0, 64.904e9,  64.904e9,  167.42e9,         0,         0,        0,  0,       0,        0,    80.2e9,         0,        0,   0,       0,        0,         0,    80.2e9,        0,   0,       0,        0,         0,         0,   80.2e9]
125	[167.3e9,  64.788e9,   64.788e9,         0,         0,       0, 64.788e9, 167.3e9,   64.788e9,         0,         0,        0,  64.788e9,  64.788e9,  167.3e9,         0,         0,        0,  0,       0,        0,    80.15e9,         0,        0,   0,       0,        0,         0,    80.15e9,        0,   0,       0,        0,         0,         0,   80.15e9]
150	[167.1e9,  64.6e9,   64.6e9,         0,         0,        0, 	64.6e9, 167.1e9,   64.6e9,         0,         0,        0,  	64.6e9,  64.6e9,  167.1e9,         0,         0,        0,  0,       0,        0,    80.08e9,         0,        0,   0,       0,        0,         0,    80.08e9,        0,   0,       0,        0,         0,         0,   80.08e9]
175	[166.8e9,  64.304e9,   64.304e9,         0,         0,       0, 64.304e9, 166.8e9,   64.304e9,         0,         0,        0,  64.304e9,  64.304e9,  166.8e9,         0,         0,        0,  0,       0,        0,    80e9,         0,        0,   0,       0,        0,         0,    80e9,        0,   0,       0,        0,         0,         0,   80e9]
200	[166.5e9,  64.2e9,   64.2e9,         0,         0,        0, 	64.2e9, 166.5e9,   64.2e9,         0,         0,        0,  	64.2e9,  64.2e9,  166.5e9,         0,         0,        0,  0,       0,        0,    79.92e9,         0,        0,   0,       0,        0,         0,    79.92e9,        0,   0,       0,        0,         0,         0,   79.92e9]
225	[166.36e9,  64.16e9,   64.16e9,         0,         0,        0, 64.16e9, 166.36e9,   64.16e9,         0,         0,        0,  	64.16e9,  64.16e9,  166.36e9,         0,         0,        0,  0,       0,        0,    79.82e9,         0,        0,   0,       0,        0,         0,    79.82e9,        0,   0,       0,        0,         0,         0,   79.82e9]
250	[166.1e9,  64.1e9,   64.1e9,         0,         0,        0, 	64.1e9, 166.1e9,   64.1e9,         0,         0,        0,  	64.1e9,  64.1e9,  166.1e9,         0,         0,        0,  0,       0,        0,    79.7e9,         0,        0,   0,       0,        0,         0,    79.7e9,        0,   0,       0,        0,         0,         0,   79.7e9]
275	[165.85e9,  63.95e9,   63.95e9,         0,         0,        0, 63.95e9, 165.85e9,   63.95e9,         0,         0,        0,  	63.95e9,  63.95e9,  165.85e9,         0,         0,        0,  0,       0,        0,    79.65e9,         0,        0,   0,       0,        0,         0,    79.65e9,        0,   0,       0,        0,         0,         0,   79.65e9]
300	[165.7e9,  63.9e9,   63.9e9,         0,         0,        0, 	63.9e9, 165.7e9,   63.9e9,         0,         0,        0,  	63.9e9,  63.9e9,  165.7e9,         0,         0,        0,  0,       0,        0,    79.6e9,         0,        0,   0,       0,        0,         0,    79.6e9,        0,   0,       0,        0,         0,         0,   79.6e9]

